blaTEM-193_1_JN935135	blaTEM_193_1_JN935135
aac(3)-IIa_4_L22613	aac_3_IIa_4_L22613
fosB_4_CP000029	fosB_4_CP000029
tet(42)_1_EU523697	tet_42_1_EU523697
blaLUT-1_1_AY695112	blaLUT_1_1_AY695112
catS_1_X74948	catS_1_X74948
blaCTX-M-197_1_KY646303	blaCTX_M_197_1_KY646303
mcr-3.24_1_NG060580	mcr_3_24_1_NG060580
blaOXA-358_1_KF421161	blaOXA_358_1_KF421161
blaVIM-43_1_KP096412	blaVIM_43_1_KP096412
aph(6)-Ia_1_AY971801	aph_6_Ia_1_AY971801
tet(L)_4_D00006	tet_L_4_D00006
VanC3XY_2_EU151759	VanC3XY_2_EU151759
qnrB57_1_JX259318	qnrB57_1_JX259318
blaCTX-M-171_1_KT277545	blaCTX_M_171_1_KT277545
qnrB11_1_EF653270	qnrB11_1_EF653270
mcr-4.4_1_MG822665	mcr_4_4_1_MG822665
blaCTX-M-203_1_MF196230	blaCTX_M_203_1_MF196230
cfr(C)_2_CANB01000378	cfr_C_2_CANB01000378
sul2_7_HM486907	sul2_7_HM486907
blaOXA-511_1_KU710720	blaOXA_511_1_KU710720
erm(U)_1_NG_047843	erm_U_1_NG_047843
mcr-3.5_1_MF489760	mcr_3_5_1_MF489760
blaSHV-60_1_AB302939	blaSHV_60_1_AB302939
blaNDM-19_1_MF370080	blaNDM_19_1_MF370080
blaIMP-31_1_KF148593	blaIMP_31_1_KF148593
blaTEM-187_1_HM246246	blaTEM_187_1_HM246246
aac(6')-Ic_1_M94066	aac_6_Ic_1_M94066
blaSHV-110_1_HQ877615	blaSHV_110_1_HQ877615
blaCARB-20_1_NG_054946	blaCARB_20_1_NG_054946
blaSHV-121_1_GQ428198	blaSHV_121_1_GQ428198
blaCMY-65_1_JF780936	blaCMY_65_1_JF780936
blaZ_125_CP003194	blaZ_125_CP003194
blaGOB-16_1_GU188443	blaGOB_16_1_GU188443
blaCTX-M-49_1_AY847145	blaCTX_M_49_1_AY847145
mecA1_5_AB547234	mecA1_5_AB547234
blaCMY-8b_1_DQ094251	blaCMY_8b_1_DQ094251
blaGOB-9_1_AY647246	blaGOB_9_1_AY647246
blaKPC-11_1_HM066995	blaKPC_11_1_HM066995
blaOXA-114b_1_HM056040	blaOXA_114b_1_HM056040
tetA(P)_3_AB001076	tetA_P_3_AB001076
blaCTX-M-131_1_JN969893	blaCTX_M_131_1_JN969893
blaPLA2a_1_AY307385	blaPLA2a_1_AY307385
blaTEM-136_1_AY826417	blaTEM_136_1_AY826417
blaOKP-A-11_1_AM850915	blaOKP_A_11_1_AM850915
optrA_12_KX620936	optrA_12_KX620936
mph(G)_1_AB571865	mph_G_1_AB571865
vga(A)_2_FN546261	vga_A_2_FN546261
cfiA8_1_AB087233	cfiA8_1_AB087233
blaDHA-26_1_MH067966	blaDHA_26_1_MH067966
blaCTX-M-136_1_KC351754	blaCTX_M_136_1_KC351754
dfrA14_5_DQ388123	dfrA14_5_DQ388123
sul2_17_U57647	sul2_17_U57647
blaZ_111_AJCN01000010	blaZ_111_AJCN01000010
blaCTX-M-198_1_KY646304	blaCTX_M_198_1_KY646304
blaCTX-M-75_1_GQ149244	blaCTX_M_75_1_GQ149244
blaSHV-147_1_JX121114	blaSHV_147_1_JX121114
ant(2'')-Ia_10_HM367617	ant_2_Ia_10_HM367617
tet(O/W)_2_AM889119	tet_O_W_2_AM889119
blaTEM-90_1_AF351241	blaTEM_90_1_AF351241
blaOXA-76_1_AY949203	blaOXA_76_1_AY949203
mcr-1.14_1_LS398440	mcr_1_14_1_LS398440
blaTEM-92_1_AF143804	blaTEM_92_1_AF143804
lnu(F)_1_EU118119	lnu_F_1_EU118119
blaNDM-8_1_AB744718	blaNDM_8_1_AB744718
blaNDM-23_1_MH450214	blaNDM_23_1_MH450214
aac(6')-Ih_1_L29044	aac_6_Ih_1_L29044
mef(B)_1_FJ196385	mef_B_1_FJ196385
dfrA6_1_Z86002	dfrA6_1_Z86002
kamB_1_AJ629123	kamB_1_AJ629123
qnrB72_1_KC741443	qnrB72_1_KC741443
blaOXA-427_1_KX827604	blaOXA_427_1_KX827604
aac(6')-29b_1_AF263519	aac_6_29b_1_AF263519
blaCARB-41_1_BK008890	blaCARB_41_1_BK008890
blaCTX-M-48_1_AY847144	blaCTX_M_48_1_AY847144
blaVEB-7_1_FJ825622	blaVEB_7_1_FJ825622
blaCARB-47_1_NG050564	blaCARB_47_1_NG050564
blaSHV-179_1_KF705208	blaSHV_179_1_KF705208
blaTEM-155_1_DQ679961	blaTEM_155_1_DQ679961
blaSHV-14_1_AF226622	blaSHV_14_1_AF226622
blaOXA-203_1_HQ998857	blaOXA_203_1_HQ998857
blaOXA-114f_1_HM368375	blaOXA_114f_1_HM368375
blaCTX-M-17_1_AY033516	blaCTX_M_17_1_AY033516
blaOXA-457_1_KP903887	blaOXA_457_1_KP903887
blaTEM-70_1_AF188199	blaTEM_70_1_AF188199
blaCMY-111_1_KJ155695	blaCMY_111_1_KJ155695
blaVIM-6_1_AY165025	blaVIM_6_1_AY165025
lmr(A)_1_X59926	lmr_A_1_X59926
blaIMP-13_1_AJ550807	blaIMP_13_1_AJ550807
blaOXA-171_1_HM488992	blaOXA_171_1_HM488992
blaOXA-559_1_KY126237	blaOXA_559_1_KY126237
blaMIR-4_1_EF417572	blaMIR_4_1_EF417572
blaCMY-4_1_LNHZ01000079	blaCMY_4_1_LNHZ01000079
blaCMY-121_1_KM507172	blaCMY_121_1_KM507172
blaCMY-7_1_DQ173300	blaCMY_7_1_DQ173300
